FractureX[m],FractureY[m],FractureZ[m],FractureRadius[m],Trend[deg],Plunge[deg],Strike[deg],Dip_Angle[deg],Aperture[m],Permeability[m2],Compressibility[1/kPa],Area[m2],Fracture ID
4.133714888,220.1391042,446.4231916,150,85,0,175,90,1,1,1,1834719,19
